,车型_品牌,车主报价（万）,新车指导价（万）,车牌注册日期,里程（万公里）,排量,变速箱,车龄
9920,日产 天籁 2008款 2.0L XL舒适版,5.58,21.69,2009,16.23,2.0L,0,12
9921,日产 轩逸 2018款 经典 1.6XE+ 手动领先版,7.08,11.16,2018,3.44,1.6L,1,3
9922,日产 奇骏 2014款 2.0L CVT舒适版 2WD,10.8,21.36,2015,10.51,2.0L,0,6
9923,日产 骐达 2016款 1.6L CVT酷动版,9.2,12.36,2018,5.13,1.6L,0,3
9924,日产 蓝鸟 2016款 1.6L CVT智酷版,7.48,14.32,2015,8.71,1.6L,0,6
9925,日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.9,21.36,2016,5.59,2.0L,0,5
9926,日产 天籁 2019款 2.0L XL Upper 智行版,18.68,21.69,2019,2.18,2.0L,0,2
9927,日产 阳光 2015款 1.5XE 手动舒适版,3.58,8.66,2015,3.48,1.5L,1,6
9928,日产 贵士 2015款 3.5L SL(进口),29.98,50.8,2015,8.26,3.5L,0,6
9929,日产 轩逸 2020款 1.6L XL CVT悦享版,11.8,14.1,2019,1.47,1.6L,0,2
9930,日产 逍客 2017款 2.0L CVT豪华版 国V,12.3,18.32,2017,4.37,2.0L,0,4
9931,日产 轩逸 2019款 1.6XV CVT智联尊享版 国VI,9.92,15.23,2019,2.87,1.6L,0,2
9932,日产 逍客 2012款 2.0XV 雷 CVT 2WD,7.6,19.63,2013,8.58,2.0L,0,8
9933,日产 骊威 2013款 1.6XE CVT舒适版,5.6,10.4,2013,2.18,1.6L,0,8
9934,日产 楼兰 2017款 2.5L XL 两驱智尚版,18.3,29.18,2018,3.44,2.5L,0,3
9935,日产 逍客 2016款 2.0L CVT精英版,9.9,16.59,2017,4.7,2.0L,0,4
9936,日产 天籁 2019款 2.0T XL Upper 智享版,17.68,24.94,2019,3.52,2.0T,0,2
9937,日产 楼兰 2015款 2.5L XL NAVI 两驱智享版,17.78,31.13,2017,6.87,2.5L,0,4
9938,日产 轩逸 2016款 经典 1.6XE 自动领先版,6.68,12.19,2017,5.4,1.6L,0,4
9939,日产 骊威 2015款 1.6XE 手动舒适版,5.98,9.31,2017,2.91,1.6L,1,4
9940,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,15.99,21.63,2019,2.0,2.0L,0,2
9941,日产 天籁 2018款 2.0L XL 智进版,13.6,20.28,2018,6.74,2.0L,0,3
9942,日产 奇骏 2017款 2.0L CVT舒适版 2WD,15.48,21.36,2018,3.3,2.0L,0,3
9943,日产 天籁 2011款 2.5L XL荣耀版,7.3,26.57,2011,10.28,2.5L,0,10
9944,日产 骐达 2011款 1.6L CVT智能型,5.72,13.6,2013,9.83,1.6L,0,8
9945,日产 骐达 2016款 1.6L CVT酷动版,8.6,12.36,2018,4.5,1.6L,0,3
9946,日产 骐达 2008款 1.6L 自动智能型,4.19,13.76,2010,6.3,1.6L,0,11
9947,日产 蓝鸟 2016款 1.6L CVT智酷版,7.4,14.32,2016,8.54,1.6L,0,5
9948,日产 轩逸 2018款 1.6XV CVT尊享版,8.88,14.96,2018,5.33,1.6L,0,3
9949,日产 骊威 2015款 1.6XE CVT舒适版,6.2,10.4,2017,4.53,1.6L,0,4
9950,日产 轩逸 2014款 1.6XV CVT尊享版,7.43,14.96,2015,6.41,1.6L,0,6
9951,日产 骐达 2011款 1.6L CVT智能型,5.99,13.6,2012,12.25,1.6L,0,9
9952,日产 轩逸 2020款 1.6L XL CVT智享版,11.88,14.53,2019,1.6,1.6L,0,2
9953,日产 骐达 2019款 1.6L CVT酷动版 国VI,9.3,12.36,2019,1.17,1.6L,0,2
9954,日产 骐达 2011款 1.6L CVT智能型,6.0,13.6,2013,12.65,1.6L,0,8
9955,日产 轩逸 2012款 1.6XL CVT豪华版,6.35,14.65,2013,6.47,1.6L,0,8
9956,日产 轩逸 2012款 经典 1.6XE 自动舒适版,5.98,11.92,2015,3.78,1.6L,0,6
9957,日产 天籁 2019款 2.0L XL Upper 智行版,16.8,21.69,2019,2.77,2.0L,0,2
9958,日产 逍客 2017款 2.0L CVT智享版 国V,13.7,17.13,2019,5.17,2.0L,0,2
9959,日产 奇骏 2014款 2.5L CVT至尊版 4WD,13.98,29.07,2016,8.87,2.5L,0,5
9960,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.8,21.36,2016,6.99,2.0L,0,5
9961,日产 逍客 2016款 2.0L CVT豪华版,9.28,18.21,2015,7.58,2.0L,0,6
9962,日产 逍客 2016款 2.0L CVT精英版,10.68,16.59,2016,7.95,2.0L,0,5
9963,日产 骐达 2016款 1.6L CVT酷动版,8.08,12.36,2018,5.43,1.6L,0,3
9964,日产 阳光 2015款 1.5XE CVT舒适版,6.3,9.75,2018,2.79,1.5L,0,3
9965,日产 骐达 2019款 1.6L CVT智享版 国V,9.98,13.67,2019,4.49,1.6L,0,2
9966,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.5,21.36,2017,4.96,2.0L,0,4
9967,日产 轩逸 2019款 经典 1.6XE+ CVT智联领先版,8.2,12.62,2019,2.03,1.6L,0,2
9968,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,16.3,21.63,2019,7.62,2.0L,0,2
9969,日产 轩逸 2014款 1.6XV CVT尊享版,7.81,14.96,2015,8.8,1.6L,0,6
9970,日产 轩逸 2020款 1.6L TOP CVT奢享版,12.66,15.52,2019,2.83,1.6L,0,2
9971,日产 蓝鸟 2016款 1.6L CVT智酷版,8.3,14.32,2017,5.1,1.6L,0,4
9972,日产 轩逸 2016款 1.6XL  CVT尊享版,8.05,14.96,2017,9.55,1.6L,0,4
9973,日产 奇骏 2017款 2.5L CVT豪华版 4WD,17.7,26.03,2018,4.85,2.5L,0,3
9974,日产 骐达 2013款 1.6L CVT酷咖版,6.58,13.82,2014,4.45,1.6L,0,7
9975,日产 骐达 2011款 1.6L CVT智能型,6.52,13.6,2015,6.84,1.6L,0,6
9976,日产 天籁 2011款 2.0L XL舒适版,7.5,21.69,2012,11.74,2.0L,0,9
9977,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.2,21.36,2016,8.25,2.0L,0,5
9978,日产 奇骏 2014款 2.5L CVT豪华版 4WD,14.0,25.92,2015,11.04,2.5L,0,6
9979,日产 奇骏 2017款 2.0L CVT舒适版 2WD,14.7,21.36,2017,3.1,2.0L,0,4
9980,日产 逍客 2017款 2.0L CVT智享版 国VI,11.5,17.13,2018,2.65,2.0L,0,3
9981,日产 纳瓦拉 2017款 2.5L自动两驱豪华版QR25,13.28,17.56,2019,1.13,2.5L,0,2
9982,日产 轩逸 2020款 1.6L TOP CVT奢享版,12.99,15.52,2019,0.9,1.6L,0,2
9983,日产 天籁 2016款 2.0L XE时尚版,12.45,19.08,2017,6.79,2.0L,0,4
9984,日产 天籁 2019款 2.0T XV 智尊版,19.28,28.85,2019,0.83,2.0T,0,2
9985,日产 骊威 2010款 劲悦版 1.6L 手动全能型,3.05,9.31,2010,13.93,1.6L,1,11
9986,日产 逍客 2017款 2.0L CVT豪华版 国V,12.8,18.32,2019,2.58,2.0L,0,2
9987,日产 轩逸 2012款 1.6XL CVT豪华版,6.9,14.65,2014,7.24,1.6L,0,7
9988,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,15.98,21.63,2019,1.93,2.0L,0,2
9989,日产 骐达 2011款 1.6L CVT舒适型,5.88,12.52,2013,7.81,1.6L,0,8
9990,日产 骐达 2016款 1.6L CVT乐动版,8.98,11.93,2018,1.11,1.6L,0,3
9991,日产 骐达 2011款 1.6L CVT智能型,6.08,13.6,2012,6.07,1.6L,0,9
9992,日产 逍客 2011款 2.0XV 雷 CVT 2WD,6.5,19.63,2011,10.58,2.0L,0,10
9993,日产 奇骏 2014款 2.5L CVT至尊版 4WD,13.5,29.07,2014,12.04,2.5L,0,7
9994,日产 蓝鸟 2016款 1.6L CVT炫酷版,8.58,13.45,2017,3.4,1.6L,0,4
9995,日产 轩逸 2016款 1.6XL  CVT尊享版,8.98,14.96,2017,7.43,1.6L,0,4
9996,日产 奇骏 2014款 2.5L CVT领先版 4WD,14.2,24.84,2015,9.28,2.5L,0,6
9997,日产 奇骏 2017款 2.0L CVT舒适版 2WD,14.98,21.36,2018,3.2,2.0L,0,3
9998,日产 途乐 2018款 4.0L 领英型(进口),46.8,60.57,2018,5.56,4.0L,0,3
9999,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,15.8,21.63,2019,2.47,2.0L,0,2
10000,日产 轩逸 2012款 经典 1.6XE 自动舒适版,6.28,11.92,2015,6.14,1.6L,0,6
10001,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,15.8,21.63,2019,0.91,2.0L,0,2
10002,日产 骐达 2019款 1.6L CVT酷动版 国VI,9.3,12.36,2019,0.76,1.6L,0,2
10003,日产 玛驰 2010款 1.5L 自动易炫版,3.05,8.52,2012,13.12,1.5L,0,9
10004,日产 天籁 2016款 2.0L XE时尚版,12.9,19.08,2017,3.02,2.0L,0,4
10005,日产 轩逸 2016款 1.6XV CVT智享版,8.6,15.17,2017,12.63,1.6L,0,4
10006,日产 逍客 2017款 2.0L CVT智享版 国V,10.7,17.13,2018,5.13,2.0L,0,3
10007,日产 逍客 2012款 2.0XL 火 CVT 2WD,7.7,17.89,2015,4.89,2.0L,0,6
10008,日产 天籁 2019款 2.0T XV 智尊版,18.8,28.85,2019,1.2,2.0T,0,2
10009,日产 楼兰 2017款 2.5L XL 两驱智尚版,19.68,29.18,2018,6.29,2.5L,0,3
10010,日产 骐达 2008款 1.6L 自动智能型,4.98,13.76,2011,7.78,1.6L,0,10
10011,日产 奇骏 2017款 2.0L CVT舒适版 2WD,14.6,21.36,2018,2.51,2.0L,0,3
10012,日产 骐达 2016款 1.6L CVT酷动版,8.18,12.36,2017,3.93,1.6L,0,4
10013,日产 逍客 2017款 2.0L CVT豪华版 国V,12.5,18.32,2018,3.58,2.0L,0,3
10014,日产 奇骏 2014款 2.0L CVT舒适版 2WD,14.5,21.36,2016,5.52,2.0L,0,5
10015,日产 骐达 2008款 1.6L 自动时尚型,3.68,12.68,2010,11.37,1.6L,0,11
10016,日产 奇骏 2014款 2.0L CVT舒适版 2WD,11.35,21.36,2015,10.62,2.0L,0,6
10017,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.22,21.36,2016,10.36,2.0L,0,5
10018,日产 骐达 2016款 1.6L CVT智行版,8.95,13.34,2018,3.63,1.6L,0,3
10019,日产 阳光 2011款 1.5XE CVT舒适版,3.78,10.07,2011,8.81,1.5L,0,10
10020,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.6,21.36,2016,9.02,2.0L,0,5
10021,日产 逍客 2017款 2.0L CVT智享版 国V,11.5,17.13,2018,3.89,2.0L,0,3
10022,日产 奇骏 2017款 2.5L CVT至尊版 4WD,17.98,29.18,2017,12.67,2.5L,0,4
10023,日产 轩逸 2019款 经典 1.6XL CVT豪华版,10.6,12.87,2020,2.02,1.6L,0,1
10024,日产 轩逸 2018款 1.6XV CVT尊享版,8.87,14.96,2018,4.33,1.6L,0,3
10025,日产 天籁 2015款 2.0L XL-Sporty欧冠运动版,11.08,20.71,2016,9.55,2.0L,0,5
10026,日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.8,21.36,2015,8.38,2.0L,0,6
10027,日产 阳光 2015款 1.5XE 手动舒适版,4.78,8.66,2016,5.71,1.5L,1,5
10028,日产 骐达 2014款 1.6L CVT酷咖版,7.4,13.71,2016,4.65,1.6L,0,5
10029,日产 逍客 2016款 2.0L CVT精英版,9.4,16.59,2016,7.35,2.0L,0,5
10030,日产 蓝鸟 2019款 1.6L CVT炫酷版 国V,8.78,13.45,2018,3.92,1.6L,0,3
10031,日产 阳光 2015款 1.5XE 手动舒适版,4.8,8.66,2016,4.21,1.5L,1,5
10032,日产 轩逸 2016款 经典 1.6XE 自动领先版,7.2,12.19,2017,4.32,1.6L,0,4
10033,日产 轩逸 2020款 1.6L TOP CVT奢享版,12.98,15.52,2019,1.12,1.6L,0,2
10034,日产 奇骏 2017款 2.0L CVT舒适版 2WD,15.4,21.36,2018,2.45,2.0L,0,3
10035,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,16.7,21.63,2019,2.62,2.0L,0,2
10036,日产 楼兰 2015款 2.5L XE 两驱精英版,17.88,25.92,2017,5.32,2.5L,0,4
10037,日产 奇骏 2019款 2.0L CVT舒适版 2WD,15.98,21.36,2018,1.82,2.0L,0,3
10038,日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.98,21.36,2015,10.32,2.0L,0,6
10039,日产 骐达 2014款 1.6L CVT智能型,7.4,13.6,2015,5.86,1.6L,0,6
10040,日产 骐达 2014款 1.6L CVT智能型,7.4,13.6,2015,5.86,1.6L,0,6
10041,日产 骊威 2013款 1.6XE CVT舒适版,6.8,10.4,2017,5.27,1.6L,0,4
10042,日产 奇骏 2014款 2.0L CVT智领版 2WD,13.7,22.77,2016,7.89,2.0L,0,5
10043,日产 贵士 2015款 3.5L SL(进口),36.5,50.8,2017,10.22,3.5L,0,4
10044,日产 骊威 2013款 1.6XE CVT舒适版,4.56,10.4,2013,8.27,1.6L,0,8
10045,日产 楼兰 2019款 2.5L XL 两驱智联豪华版 国VI,23.58,29.45,2020,0.56,2.5L,0,1
10046,日产 玛驰 2015款 1.5L 自动易型版,4.6,7.9,2015,6.0,1.5L,0,6
10047,日产 骐达 2014款 1.6L CVT智能型,7.5,13.6,2015,5.4,1.6L,0,6
10048,日产 奇骏 2019款 2.0L CVT舒适版 2WD,14.9,21.36,2018,4.12,2.0L,0,3
10049,日产 奇骏 2017款 2.5L CVT至尊版 4WD,17.0,29.18,2017,6.06,2.5L,0,4
10050,日产 劲客 2017款 1.5L CVT智行版,8.7,14.09,2017,7.57,1.5L,0,4
10051,日产 奇骏 2010款 2.0L CVT舒适版 4WD,6.88,23.64,2011,16.94,2.0L,0,10
10052,日产 奇骏 2012款 2.5L CVT豪华版 4WD,9.99,26.03,2014,15.18,2.5L,0,7
10053,日产 轩逸 2016款 1.6XV CVT智享版,8.88,15.17,2017,8.27,1.6L,0,4
10054,日产NV200 2018款 1.6L CVT豪华型,10.98,13.0,2019,2.64,1.6L,0,2
10055,日产 骊威 2010款 劲锐版 1.6L 自动标准型,4.58,11.92,2011,11.54,1.6L,0,10
10056,日产 奇骏 2017款 2.0L CVT舒适版 2WD,15.5,21.36,2018,4.37,2.0L,0,3
10057,日产 骐达 2011款 1.6L CVT智能型,6.18,13.6,2013,7.21,1.6L,0,8
10058,日产 逍客 2017款 1.2T CVT时尚版,10.8,16.26,2017,5.73,1.2T,0,4
10059,日产 蓝鸟 2016款 1.6L CVT炫酷版,7.3,13.45,2016,5.64,1.6L,0,5
10060,日产 逍客 2010款 20X雷 CVT 2WD,5.5,20.49,2010,13.12,2.0L,0,11
10061,日产 轩逸 2018款 经典 1.6XE+ CVT豪华版,7.6,12.46,2018,3.42,1.6L,0,3
10062,日产 轩逸 2018款 1.6XE CVT舒适版,8.3,14.0,2018,7.87,1.6L,0,3
10063,日产 骐达 2011款 1.6L CVT舒适型,4.88,12.52,2012,13.0,1.6L,0,9
10064,日产 奇骏 2017款 2.0L CVT舒适版 2WD,16.18,21.36,2018,4.76,2.0L,0,3
10065,日产 骊威 2015款 1.6XE CVT舒适版,5.8,10.4,2016,6.37,1.6L,0,5
10066,日产 奇骏 2017款 2.0L CVT舒适版 2WD,14.98,21.36,2018,3.16,2.0L,0,3
10067,日产 轩逸 2020款 1.6L TOP CVT奢享版,11.98,15.52,2019,0.73,1.6L,0,2
10068,日产 奇骏 2017款 2.0L CVT舒适版 2WD,14.98,21.36,2018,3.11,2.0L,0,3
10069,日产 骐达 2014款 1.6L CVT智能型,7.38,13.6,2016,4.65,1.6L,0,5
10070,日产 奇骏 2017款 2.0L CVT舒适版 2WD,15.2,21.36,2017,3.26,2.0L,0,4
10071,日产 轩逸 2016款 1.6XE CVT舒适版,8.57,14.0,2018,3.78,1.6L,0,3
10072,日产 天籁 2013款 2.5L XL-NAVI豪华版,9.8,23.53,2013,8.29,2.5L,0,8
10073,日产 逍客 2012款 2.0XL 火 CVT 2WD,7.69,17.89,2014,11.76,2.0L,0,7
10074,日产 逍客 2016款 2.0L CVT精英版,11.3,16.59,2017,4.6,2.0L,0,4
10075,日产 轩逸 2012款 1.6XL CVT豪华版,6.88,14.65,2013,12.94,1.6L,0,8
10076,日产 蓝鸟 2016款 1.6L CVT炫酷版,8.58,13.45,2017,2.74,1.6L,0,4
10077,日产 贵士 2015款 3.5L SL(进口),31.99,50.8,2016,9.14,3.5L,0,5
10078,日产 轩逸 2018款 经典 1.6XE+ CVT领先版,7.68,12.24,2018,5.72,1.6L,0,3
10079,日产 骐达 2019款 1.6L CVT酷动版 国VI,9.89,12.36,2019,3.14,1.6L,0,2
10080,日产 逍客 2017款 2.0L CVT智享版 国V,11.48,17.13,2018,2.85,2.0L,0,3
10081,日产 劲客 2017款 1.5L CVT智行版,9.3,14.09,2018,3.22,1.5L,0,3
10082,日产 奇骏 2014款 2.5L CVT领先版 4WD,13.68,24.84,2015,8.88,2.5L,0,6
10083,日产 轩逸 2012款 1.6XE CVT舒适版,6.98,14.0,2015,7.92,1.6L,0,6
10084,日产 劲客 2020款 1.5L 手动酷动版,7.7,10.83,2019,1.28,1.5L,1,2
10085,日产 轩逸 2019款 经典 1.6XE CVT舒适版,10.2,11.79,2020,2.08,1.6L,0,1
10086,日产 奇骏 2014款 2.5L CVT豪华版 4WD,16.98,25.92,2017,9.46,2.5L,0,4
10087,日产 骐达 2011款 1.6L CVT智能型,6.8,13.6,2013,8.89,1.6L,0,8
10088,日产 奇骏 2020款 2.0L CVT智联舒适版 2WD,17.5,21.63,2020,0.01,2.0L,0,1
10089,日产 轩逸 2018款 经典 1.6XE+ CVT领先版,7.98,12.24,2018,3.83,1.6L,0,3
10090,日产 逍客 2017款 2.0L CVT智享版 国V,11.98,17.13,2018,2.78,2.0L,0,3
10091,日产 骐达 2019款 1.6L CVT酷动版 国V,8.2,12.36,2019,5.27,1.6L,0,2
10092,日产 逍客 2016款 2.0L CVT精英版,9.76,16.59,2016,5.9,2.0L,0,5
10093,日产 天籁 2019款 2.0T XL Upper 智享版,18.39,24.94,2019,1.8,2.0T,0,2
10094,日产 骐达 2008款 1.6L 自动智能型,4.2,13.76,2010,14.06,1.6L,0,11
10095,日产 逍客 2016款 2.0L CVT精英版,10.38,16.59,2016,7.15,2.0L,0,5
10096,日产 天籁 2016款 2.5L XL舒享版,16.6,22.45,2017,5.26,2.5L,0,4
10097,日产 奇骏 2014款 2.5L CVT豪华版 4WD,14.68,25.92,2016,3.76,2.5L,0,5
10098,日产 骐达 2011款 1.6T M-CVT炫动版,6.58,16.15,2012,10.23,1.6T,0,9
10099,日产 天籁 2016款 改款 2.0L XL舒适版,14.4,20.28,2018,2.15,2.0L,0,3
10100,日产 骐达 2016款 1.6L CVT酷动版,8.18,12.36,2017,5.93,1.6L,0,4
10101,日产 骐达 2016款 1.6L CVT智行版,9.18,13.34,2017,2.5,1.6L,0,4
10102,日产 轩逸 2020款 1.6L XL CVT悦享版,11.68,14.1,2019,3.86,1.6L,0,2
10103,日产 天籁 2016款 2.0L XE时尚版,13.6,19.08,2017,4.6,2.0L,0,4
10104,日产 天籁 2019款 2.0L XL Upper 智行版,15.38,21.69,2019,0.73,2.0L,0,2
10105,日产 奇骏 2017款 2.5L CVT豪华版 4WD,18.8,26.03,2018,4.07,2.5L,0,3
10106,日产 轩逸 2019款 经典 1.6XE+ CVT智联领先版,8.37,12.62,2019,4.18,1.6L,0,2
10107,日产 奇骏 2014款 2.5L CVT尊享版 4WD,13.78,27.22,2016,15.09,2.5L,0,5
10108,日产 骐达 2011款 1.6L CVT舒适型,6.7,12.52,2014,6.94,1.6L,0,7
10109,日产 骐达 2016款 1.6L CVT酷动版,8.98,12.36,2017,3.03,1.6L,0,4
10110,日产 骐达 2016款 1.6L CVT智行版,8.5,13.34,2017,2.27,1.6L,0,4
10111,日产NV200 2014款 1.6L 手动豪华型 国V,7.5,11.7,2016,9.46,1.6L,1,5
10112,日产 骐达 2011款 1.6L CVT舒适型,6.58,12.52,2014,6.2,1.6L,0,7
10113,日产 楼兰 2015款 2.5L XL 两驱智尚版,16.38,29.18,2016,9.23,2.5L,0,5
10114,日产 楼兰 2019款 2.5 S/C HEV XE 四驱混动智联尊尚版 国V,22.5,32.6,2019,2.89,2.5T,0,2
10115,日产 纳瓦拉 2017款 2.5L自动四驱豪华版QR25,16.02,20.39,2018,1.23,2.5L,0,3
10116,日产 楼兰 2015款 2.5L XL 两驱智尚版,16.62,29.18,2016,4.69,2.5L,0,5
10117,日产 天籁 2016款 改款 2.0L XL舒适版,14.6,20.28,2018,3.56,2.0L,0,3
10118,日产 逍客 2016款 2.0L CVT豪华版,10.98,18.21,2016,4.1,2.0L,0,5
10119,日产 逍客 2016款 2.0L CVT精英版,10.58,16.59,2017,2.01,2.0L,0,4
10120,日产 逍客 2017款 2.0L CVT智享版 国V,11.99,17.13,2018,3.69,2.0L,0,3
10121,日产 逍客 2012款 2.0XL 火 CVT 2WD,7.1,17.89,2013,8.2,2.0L,0,8
10122,日产 骐达 2011款 1.6L CVT智能型,6.0,13.6,2013,7.3,1.6L,0,8
10123,日产 骐达 2011款 1.6L 手动舒适型,3.84,11.43,2011,11.1,1.6L,1,10
10124,日产 逍客 2012款 2.0XV 雷 CVT 2WD,7.05,19.63,2013,6.81,2.0L,0,8
10125,日产 轩逸 2018款 经典 1.6XE+ CVT豪华版,6.43,12.46,2018,2.25,1.6L,0,3
10126,日产 轩逸 2012款 1.6XE 手动舒适版,6.1,12.92,2015,5.79,1.6L,1,6
10127,日产 蓝鸟 2016款 1.6L CVT智酷版,8.26,14.32,2017,7.8,1.6L,0,4
10128,日产 骐达 2011款 1.6L CVT舒适型,5.6,12.52,2013,12.63,1.6L,0,8
10129,日产 奇骏 2014款 2.0L CVT舒适版 2WD,14.38,21.36,2016,4.61,2.0L,0,5
10130,日产 逍客 2012款 2.0XL 火 CVT 2WD,7.2,17.89,2014,6.66,2.0L,0,7
10131,日产 骐达 2014款 1.6L 手动舒适型,5.58,11.43,2016,4.9,1.6L,1,5
10132,日产 蓝鸟 2019款 1.6L CVT智联智酷版 国VI,10.98,14.32,2020,0.01,1.6L,0,1
10133,日产 劲客 2017款 1.5L CVT智行版,8.2,14.09,2017,3.4,1.5L,0,4
10134,日产 奇骏 2015款 2.0L CVT舒适MAX版 2WD,12.58,22.01,2016,10.53,2.0L,0,5
10135,日产 骊威 2013款 1.6XE 手动舒适版,4.98,9.31,2015,9.24,1.6L,1,6
10136,日产 天籁 2013款 2.0L XL舒适版,9.7,20.17,2014,8.16,2.0L,0,7
10137,日产 纳瓦拉 2017款 2.5L自动两驱豪华版QR25,14.48,17.56,2019,1.44,2.5L,0,2
10138,日产 骐达 2014款 1.6L CVT舒适型,6.8,12.52,2015,2.65,1.6L,0,6
10139,日产 轩逸 2009款 1.6XL 自动豪华天窗版,5.2,15.83,2012,4.14,1.6L,0,9
10140,日产 骐达 2011款 1.6L CVT智能型,6.91,13.6,2015,3.82,1.6L,0,6
10141,日产 轩逸 2012款 经典 1.6XE 手动舒适版,4.35,10.83,2015,7.01,1.6L,1,6
10142,日产 轩逸 2019款 1.6XV CVT智联尊享版 国VI,10.06,15.23,2019,3.18,1.6L,0,2
10143,日产 轩逸 2016款 1.6XL CVT豪华版,7.95,14.65,2016,7.96,1.6L,0,5
10144,日产 轩逸 2016款 1.6XL  CVT尊享版,9.56,14.96,2017,1.1,1.6L,0,4
10145,日产 骐达 2011款 1.6L CVT智能型,4.81,13.6,2011,10.35,1.6L,0,10
10146,日产 轩逸 2019款 1.6XV CVT智联尊享版 国VI,9.6,15.23,2019,3.69,1.6L,0,2
10147,日产 轩逸 2018款 1.6XV CVT尊享版,9.0,14.96,2018,6.25,1.6L,0,3
10148,日产 骊威 2015款 1.6XE 手动舒适版,5.0,9.31,2015,3.64,1.6L,1,6
10149,日产 轩逸 2012款 1.6XL CVT豪华版,5.67,14.65,2013,12.41,1.6L,0,8
10150,日产 轩逸 2016款 1.6XL  CVT尊享版,8.2,14.96,2016,4.57,1.6L,0,5
10151,日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.0,21.36,2015,9.81,2.0L,0,6
10152,日产 轩逸 2018款 1.6XV CVT尊享版,9.47,14.96,2018,3.53,1.6L,0,3
10153,日产 阳光 2015款 1.5XE CVT舒适版,5.48,9.75,2017,5.23,1.5L,0,4
10154,日产 轩逸 2016款 1.6XE CVT舒适版,8.61,14.0,2017,5.21,1.6L,0,4
10155,日产 天籁 2016款 改款 2.0L XL舒适版,13.95,20.28,2017,1.53,2.0L,0,4
10156,日产 骐达 2014款 1.6L CVT舒适型,7.0,12.52,2015,1.88,1.6L,0,6
10157,日产 轩逸 2016款 1.6XL CVT豪华版,8.0,14.65,2016,4.3,1.6L,0,5
10158,日产 楼兰 2011款 3.5L CVT,14.58,53.06,2013,7.0,3.5L,0,8
10159,日产 骐达 2016款 1.6L CVT智行版,8.51,13.34,2016,2.23,1.6L,0,5
10160,日产 逍客 2011款 1.6XE 风 5MT 2WD,4.45,15.17,2012,8.29,1.6L,1,9
10161,日产 逍客 2016款 2.0L CVT精英版,9.96,16.59,2017,7.22,2.0L,0,4
10162,日产 轩逸 2014款 1.6XV CVT尊享版,7.41,14.96,2015,5.35,1.6L,0,6
10163,日产 奇骏 2014款 2.5L CVT豪华版 4WD,14.28,25.92,2016,6.56,2.5L,0,5
10164,日产 逍客 2012款 1.6XE 风 5MT 2WD,4.95,15.17,2013,12.94,1.6L,1,8
10165,日产 天籁 2013款 2.0L XL舒适版,12.32,20.17,2016,7.14,2.0L,0,5
10166,日产 天籁 2016款 改款 2.0L XL舒适版,14.24,20.28,2018,3.49,2.0L,0,3
10167,日产 轩逸 2012款 经典 1.6XE 手动舒适版,5.4,10.83,2016,6.25,1.6L,1,5
10168,日产 骐达 2011款 1.6L CVT智能型,5.45,13.6,2012,5.82,1.6L,0,9
10169,日产 阳光 2015款 1.5XE CVT舒适版,6.2,9.75,2018,8.61,1.5L,0,3
10170,日产 逍客 2017款 2.0L CVT智享版 国V,11.01,17.13,2017,4.03,2.0L,0,4
10171,日产 骊威 2015款 1.6XE 手动舒适版,5.92,9.31,2017,1.22,1.6L,1,4
10172,日产 蓝鸟 2016款 1.6L CVT智酷版,8.22,14.32,2016,6.13,1.6L,0,5
10173,日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.61,21.36,2015,6.25,2.0L,0,6
10174,日产 轩逸 2016款 1.6XL CVT豪华版,8.71,14.65,2017,6.56,1.6L,0,4
10175,日产 轩逸 2016款 经典 1.6XE 手动舒适版,5.57,10.83,2017,4.21,1.6L,1,4
10176,日产 骐达 2016款 1.6L CVT酷动版,8.4,12.36,2017,1.75,1.6L,0,4
10177,日产 奇骏 2014款 2.5L CVT豪华版 4WD,13.25,25.92,2015,7.17,2.5L,0,6
10178,日产 轩逸 2016款 1.6XL  CVT尊享版,8.32,14.96,2016,4.25,1.6L,0,5
10179,日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.64,21.36,2016,5.79,2.0L,0,5
10180,日产 骐达 2011款 1.6L CVT舒适型,4.9,12.52,2011,5.69,1.6L,0,10
10181,日产 轩逸 2016款 1.6XL  CVT尊享版,8.0,14.96,2016,4.66,1.6L,0,5
10182,日产 轩逸 2021款 经典 1.6XL CVT豪华版,9.89,12.87,2020,0.63,1.6L,0,1
10183,日产 天籁 2015款 公爵 2.5L XV欧冠荣耀版,13.9,25.16,2015,11.5,2.5L,0,6
